HTTPSPresent,DomainLength,DomainRank,NonAlphabetical,CopyRightLogo,OutsideRationInHeaderScaled,TitleContainDomainName,Label
1,6,3,-1,-1,20,-1,-1
1,6,36,-1,1,20,-1,-1
1,5,11,-1,1,10,-1,-1
1,4,48,-1,-1,20,-1,-1
1,9,21,-1,-1,50,-1,-1
-1,15,3,-1,-1,20,-1,-1
1,6,18,1,-1,0,-1,-1
1,6,4,-1,-1,0,1,-1
1,7,16,-1,1,0,-1,-1
1,9,5,-1,-1,0,-1,-1
1,10,3,-1,-1,10,-1,-1
1,6,25,-1,-1,20,-1,-1
1,5,7,-1,-1,10,-1,-1
1,6,26,-1,1,60,-1,-1
-1,9,27,-1,1,0,-1,-1
1,6,4,-1,-1,60,-1,-1
1,10,2,-1,-1,0,1,-1
-1,10,1,-1,-1,0,-1,-1
1,5,41,-1,-1,60,-1,-1
1,5,608,-1,-1,90,-1,-1
1,12,7,-1,-1,30,-1,-1
1,7,10,-1,-1,0,1,-1
1,6,5,-1,-1,20,-1,-1
1,3,21,-1,-1,0,-1,-1
1,4,0,-1,-1,20,1,-1
1,6,5,-1,-1,20,-1,-1
1,5,9,-1,-1,40,-1,-1
1,9,1,-1,-1,40,-1,-1
1,10,8,-1,1,40,-1,-1
1,6,4,-1,-1,0,-1,-1
1,6,4,-1,1,20,-1,-1
1,6,5,-1,-1,0,-1,-1
1,2,3,-1,-1,50,-1,-1
1,2,3,-1,-1,0,-1,-1
1,6,1,-1,-1,0,-1,-1
1,6,1,-1,-1,90,-1,-1
1,6,1,-1,-1,30,-1,-1
1,5,5,1,1,40,-1,-1
1,4,19,-1,1,10,-1,-1
1,7,2,-1,-1,90,-1,-1
1,8,11,-1,-1,0,-1,-1
1,6,5,-1,-1,10,-1,-1
1,6,5,1,-1,0,-1,-1
1,7,17,-1,-1,70,-1,-1
1,8,4,-1,-1,10,-1,-1
1,2,2,-1,-1,0,1,-1
1,8,20,-1,-1,0,1,-1
1,4,27,-1,1,0,-1,-1
1,5,12,-1,-1,10,-1,-1
1,3,3,1,-1,0,1,-1
1,6,15,-1,-1,0,-1,-1
1,7,10,-1,-1,30,-1,-1
1,4,27,-1,-1,50,-1,-1
1,6,5,-1,-1,0,-1,-1
-1,12,5,-1,-1,0,-1,-1
-1,12,5,-1,-1,0,-1,-1
1,12,5,-1,-1,0,-1,-1
1,3,3,-1,-1,0,-1,-1
1,3,3,-1,-1,0,-1,-1
-1,9,8,-1,-1,10,-1,-1
1,7,14,-1,1,100,-1,-1
1,15,1,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,4,-1,-1,0,-1,-1
1,6,4,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,4,25,-1,-1,70,-1,-1
1,8,4,-1,1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,3,1,-1,-1,0,-1,-1
1,3,1,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,5,-1,-1,80,-1,-1
1,6,5,-1,-1,70,-1,-1
1,5,20,-1,1,60,-1,-1
1,7,2,-1,-1,20,-1,-1
1,7,8,-1,-1,0,-1,-1
1,6,5,-1,-1,70,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,5,-1,-1,20,-1,-1
1,6,41,-1,1,10,-1,-1
1,5,4,-1,-1,30,-1,-1
1,7,4,-1,1,0,-1,-1
1,6,22,-1,-1,20,-1,-1
1,6,5,-1,-1,100,-1,-1
1,6,1,-1,-1,30,-1,-1
1,6,4,-1,-1,0,-1,-1
1,6,25,-1,-1,0,-1,-1
1,7,22,-1,1,20,-1,-1
1,9,34,-1,-1,100,-1,-1
1,6,5,-1,-1,10,-1,-1
1,7,7,-1,-1,100,-1,-1
1,6,5,-1,1,60,-1,-1
-1,11,6,-1,1,100,-1,-1
1,10,2,-1,-1,0,-1,-1
1,11,3,-1,-1,0,-1,-1
1,4,25,-1,-1,80,-1,-1
1,11,55,-1,1,40,-1,-1
-1,6,9,-1,-1,0,-1,-1
1,12,19,-1,-1,0,-1,-1
1,11,3,-1,-1,10,-1,-1
1,7,42,-1,-1,70,-1,-1
1,6,5,-1,-1,10,-1,-1
1,9,3,-1,-1,30,-1,-1
1,8,6,-1,-1,0,-1,-1
1,11,4,-1,-1,90,-1,-1
1,6,5,-1,-1,30,-1,-1
1,6,11,-1,-1,100,1,-1
1,8,17,-1,-1,0,-1,-1
1,9,11,-1,-1,30,-1,-1
1,7,9,-1,-1,100,-1,-1
1,7,6,-1,-1,10,-1,-1
1,3,16,-1,1,10,-1,-1
1,6,2,-1,-1,80,-1,-1
-1,4,36,1,-1,20,-1,-1
1,6,10,-1,1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,17,-1,-1,0,-1,-1
1,5,6,-1,-1,80,-1,-1
1,11,11,-1,-1,0,-1,-1
1,14,0,-1,-1,20,1,-1
-1,9,9,-1,-1,30,-1,-1
1,6,2,-1,-1,60,1,-1
1,13,0,-1,-1,50,1,-1
1,6,5,-1,-1,0,-1,-1
1,6,5,-1,-1,50,-1,-1
1,20,3,-1,1,20,-1,-1
1,4,0,-1,-1,10,1,-1
1,13,18,-1,1,50,-1,-1
1,13,8,-1,-1,10,-1,-1
1,9,53,-1,1,0,-1,-1
1,7,15,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,12,5,-1,-1,0,-1,-1
1,10,18,-1,-1,0,-1,-1
1,6,3,-1,1,10,1,-1
1,4,1,-1,-1,0,-1,-1
1,7,1,-1,-1,20,-1,-1
1,8,24,-1,-1,20,-1,-1
-1,10,58,-1,1,60,-1,-1
1,8,1,-1,-1,0,-1,-1
-1,6,0,-1,-1,20,1,-1
1,6,5,-1,-1,0,-1,-1
1,3,32,-1,1,60,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,16,-1,-1,40,-1,-1
1,9,9,-1,1,80,-1,-1
1,5,38,-1,-1,10,-1,-1
1,6,5,-1,-1,100,-1,-1
1,7,4,1,1,20,-1,-1
1,6,4,-1,-1,0,-1,-1
1,10,12,-1,-1,30,-1,-1
1,12,0,-1,-1,40,1,-1
1,4,4,-1,-1,80,-1,-1
1,6,2,-1,-1,20,-1,-1
1,7,17,-1,1,0,-1,-1
1,15,6,-1,1,70,-1,-1
1,4,10,-1,-1,70,-1,-1
1,6,5,-1,-1,80,-1,-1
1,18,0,1,-1,100,-1,-1
1,4,1,-1,-1,60,-1,-1
1,7,12,-1,-1,20,-1,-1
1,9,13,-1,1,40,-1,-1
1,13,10,-1,-1,70,-1,-1
1,3,46,-1,-1,0,-1,-1
1,5,16,-1,-1,100,-1,-1
1,12,7,-1,1,70,-1,-1
1,11,19,-1,-1,0,-1,-1
1,6,28,-1,1,30,-1,-1
1,4,37,-1,1,10,-1,-1
1,5,42,-1,-1,30,-1,-1
-1,12,5,-1,-1,0,1,-1
1,6,5,-1,-1,0,-1,-1
1,7,4,-1,1,0,-1,-1
1,8,21,-1,-1,80,-1,-1
1,2,1,-1,-1,60,-1,-1
1,10,2,-1,-1,0,-1,-1
1,12,8,-1,1,90,-1,-1
1,10,3,-1,-1,50,-1,-1
1,4,3,-1,-1,0,-1,-1
1,4,2,-1,-1,0,-1,-1
1,5,4,-1,-1,0,-1,-1
1,10,8,-1,-1,20,-1,-1
1,9,21,-1,-1,0,-1,-1
1,5,0,-1,-1,20,1,-1
1,5,7,-1,-1,0,-1,-1
1,3,5,-1,-1,0,-1,-1
1,6,5,-1,-1,20,-1,-1
1,6,5,-1,-1,100,-1,-1
1,4,4,-1,-1,60,-1,-1
1,4,22,-1,-1,20,-1,-1
1,4,3,-1,-1,50,-1,-1
1,4,4,-1,-1,50,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,1,-1,-1,0,1,-1
1,14,2,1,1,100,-1,-1
1,6,8,-1,-1,0,-1,-1
1,6,28,-1,-1,0,-1,-1
1,9,3,-1,1,0,-1,-1
1,7,7,-1,-1,100,-1,-1
1,8,12,-1,1,0,-1,-1
1,6,5,-1,-1,50,-1,-1
1,6,4,-1,-1,70,-1,-1
-1,9,6,-1,-1,0,1,-1
1,8,1,-1,-1,60,1,-1
1,6,5,-1,-1,80,-1,-1
1,6,5,-1,-1,70,-1,-1
1,5,23,-1,-1,70,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,12,-1,1,0,-1,-1
1,5,3,-1,-1,90,-1,-1
1,17,0,-1,-1,10,1,-1
1,5,7,-1,-1,70,-1,-1
1,7,1,-1,-1,0,-1,-1
1,5,23,-1,-1,90,-1,-1
1,6,6,-1,-1,60,-1,-1
1,6,5,-1,-1,70,-1,-1
-1,6,5,-1,-1,20,-1,-1
1,8,9,-1,1,0,1,-1
1,11,5,-1,1,50,-1,-1
1,12,5,-1,1,50,-1,-1
1,6,5,-1,-1,100,-1,-1
1,4,13,-1,1,0,-1,-1
-1,5,6,-1,1,90,1,-1
1,11,7,-1,-1,0,-1,-1
1,6,22,-1,-1,60,-1,-1
1,3,3,1,-1,70,1,-1
1,3,23,-1,1,90,-1,-1
1,17,10,-1,-1,10,-1,-1
1,7,10,-1,-1,20,1,-1
1,13,0,-1,-1,0,1,-1
1,8,38,-1,-1,100,-1,-1
1,5,1,-1,-1,80,-1,-1
1,7,4,-1,1,0,-1,-1
1,8,18,-1,1,0,-1,-1
1,8,5,-1,1,30,-1,-1
1,7,7,-1,1,40,-1,-1
-1,2,26,-1,1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,11,2,-1,-1,30,-1,-1
1,5,1,-1,-1,0,-1,-1
1,6,14,-1,-1,30,-1,-1
1,6,14,-1,-1,10,-1,-1
-1,11,6,1,1,10,-1,-1
1,5,1,-1,-1,40,-1,-1
1,9,6,-1,-1,0,-1,-1
1,9,1,-1,-1,70,1,-1
1,7,17,-1,1,90,-1,-1
1,3,2,-1,-1,70,-1,-1
1,7,50,-1,1,30,-1,-1
1,10,2,-1,-1,80,-1,-1
1,9,12,-1,-1,70,-1,-1
1,6,5,-1,-1,70,-1,-1
-1,10,5,-1,1,20,-1,-1
1,8,2,-1,1,0,-1,-1
1,5,16,-1,-1,0,-1,-1
1,9,2,-1,-1,10,-1,-1
1,15,5,1,-1,100,-1,-1
1,9,7,-1,1,40,-1,-1
1,3,71,-1,-1,0,-1,-1
1,14,4,-1,-1,80,1,-1
1,15,4,-1,1,20,-1,-1
1,8,0,-1,-1,0,1,-1
1,9,8,-1,-1,60,-1,-1
1,9,17,-1,-1,30,-1,-1
1,2,2,-1,-1,10,-1,-1
-1,7,2,-1,-1,80,-1,-1
1,13,27,-1,-1,0,-1,-1
1,8,4,-1,1,0,-1,-1
1,5,6,1,1,20,-1,-1
-1,8,2,-1,-1,10,-1,-1
1,7,2,-1,-1,0,-1,-1
1,5,14,-1,-1,0,-1,-1
1,6,16,-1,-1,40,-1,-1
1,5,5,1,-1,0,-1,-1
1,4,1,-1,-1,80,1,-1
-1,5,12,-1,-1,30,-1,-1
1,5,9,-1,-1,50,-1,-1
1,8,3,-1,-1,0,-1,-1
1,6,0,-1,-1,20,1,-1
1,7,0,-1,-1,100,1,-1
1,6,3,-1,-1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,1,-1,-1,0,-1,-1
1,7,29,-1,-1,0,-1,-1
1,3,38,-1,-1,10,-1,-1
1,9,19,-1,1,20,-1,-1
1,9,1,-1,-1,70,-1,-1
1,6,38,-1,-1,10,-1,-1
1,11,0,1,-1,90,-1,-1
1,10,5,1,-1,0,-1,-1
1,11,2,-1,1,100,-1,-1
1,11,2,-1,1,0,-1,-1
1,12,24,-1,1,0,-1,-1
1,15,2,-1,1,10,1,-1
1,9,21,-1,1,40,-1,-1
1,7,23,-1,1,0,-1,-1
1,12,36,-1,-1,50,-1,-1
1,9,1,-1,-1,100,1,-1
1,10,4,-1,1,10,-1,-1
1,6,5,-1,-1,0,-1,-1
1,7,4,-1,1,90,-1,-1
-1,10,2,-1,-1,0,-1,-1
1,9,7,-1,-1,10,-1,-1
1,9,8,-1,-1,10,-1,-1
1,5,23,-1,-1,40,-1,-1
1,3,5,-1,1,30,-1,-1
-1,3,41,-1,1,0,-1,-1
1,8,1,-1,-1,0,1,-1
1,6,11,-1,-1,0,-1,-1
1,10,6,-1,-1,30,-1,-1
1,6,3,-1,1,0,-1,-1
1,6,11,-1,-1,80,-1,-1
-1,8,5,-1,-1,0,-1,-1
1,9,7,-1,-1,30,-1,-1
1,6,4,-1,-1,100,-1,-1
1,8,1,1,-1,50,1,-1
1,4,1,-1,-1,60,-1,-1
1,8,10,1,-1,20,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,5,-1,-1,70,-1,-1
1,7,4,-1,-1,70,-1,-1
1,7,50,-1,1,0,-1,-1
-1,12,3,-1,-1,80,1,-1
1,10,6,-1,-1,0,-1,-1
1,12,16,-1,-1,10,-1,-1
1,8,20,-1,1,50,-1,-1
1,14,0,-1,-1,10,1,-1
-1,8,7,-1,-1,20,-1,-1
1,6,17,-1,1,0,-1,-1
-1,11,2,-1,-1,10,-1,-1
1,11,16,-1,-1,30,-1,-1
1,7,2,-1,-1,10,1,-1
1,7,15,-1,-1,30,-1,-1
1,9,38,-1,-1,20,-1,-1
1,10,10,-1,1,10,-1,-1
1,8,24,-1,-1,0,-1,-1
1,10,7,-1,1,20,-1,-1
1,9,18,-1,-1,10,-1,-1
1,2,0,-1,-1,20,1,-1
1,8,4,-1,1,100,-1,-1
1,6,28,-1,1,50,-1,-1
1,6,71,-1,1,0,-1,-1
1,7,12,-1,1,0,-1,-1
1,7,1,-1,-1,0,1,-1
1,9,0,-1,-1,0,1,-1
1,2,113,-1,1,50,-1,-1
1,5,11,-1,1,20,-1,-1
1,3,8,-1,1,0,-1,-1
1,8,2,-1,-1,10,-1,-1
1,10,1,-1,-1,0,-1,-1
1,9,5,1,-1,0,-1,-1
1,3,6,-1,-1,0,-1,-1
1,3,6,-1,-1,0,-1,-1
-1,4,23,-1,-1,0,-1,-1
1,6,3,-1,-1,20,-1,-1
1,16,0,-1,-1,0,1,-1
1,12,6,-1,-1,30,-1,-1
1,5,6,1,-1,20,-1,-1
1,6,1,-1,-1,0,-1,-1
1,8,0,-1,-1,0,1,-1
1,6,5,-1,-1,0,-1,-1
1,3,0,-1,-1,0,1,-1
1,9,55,-1,-1,70,-1,-1
1,7,1,-1,-1,100,-1,-1
1,9,14,-1,-1,40,-1,-1
1,12,0,-1,-1,20,1,-1
1,11,3,-1,1,100,-1,-1
1,10,18,-1,-1,80,-1,-1
1,6,5,-1,-1,0,-1,-1
1,6,5,-1,-1,100,-1,-1
1,3,13,-1,-1,70,-1,-1
1,7,14,1,-1,30,-1,-1
1,3,4,-1,-1,20,1,-1
1,8,19,-1,1,0,-1,-1
1,4,26,-1,-1,30,-1,-1
1,15,22,-1,1,30,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,3,-1,-1,100,-1,-1
1,5,8,-1,-1,0,-1,-1
1,7,19,-1,1,20,-1,-1
1,8,1,-1,-1,100,-1,-1
1,4,6,-1,1,0,-1,-1
1,9,2,-1,-1,0,-1,-1
1,3,14,-1,1,100,-1,-1
1,7,15,-1,-1,90,1,-1
1,3,1,-1,-1,100,-1,-1
1,10,1,-1,-1,0,-1,-1
1,12,45,-1,-1,0,-1,-1
-1,10,2,-1,1,90,-1,-1
1,7,8,-1,-1,20,-1,-1
1,5,34,-1,-1,80,-1,-1
1,11,4,-1,1,70,-1,-1
1,5,1,-1,-1,80,-1,-1
1,14,2,-1,-1,0,-1,-1
1,11,0,-1,-1,0,1,-1
1,8,4,-1,-1,0,-1,-1
-1,2,34,-1,-1,0,-1,-1
1,8,1,-1,-1,20,-1,-1
1,8,9,-1,-1,70,-1,-1
1,4,15,-1,1,100,-1,-1
1,3,38,-1,1,0,-1,-1
1,11,7,-1,1,0,-1,-1
1,5,4,-1,-1,100,-1,-1
1,6,2,-1,1,100,-1,-1
1,6,4,-1,-1,80,1,-1
1,7,4,-1,-1,0,-1,-1
1,4,5,-1,1,0,-1,-1
1,9,25,-1,-1,0,-1,-1
1,8,10,-1,-1,20,-1,-1
1,9,0,-1,-1,0,1,-1
1,6,11,-1,1,90,-1,-1
1,7,18,-1,-1,0,-1,-1
1,4,2,-1,-1,50,-1,-1
1,10,6,-1,-1,0,-1,-1
1,2,6,-1,-1,100,-1,-1
1,11,13,-1,-1,90,-1,-1
1,6,121,-1,1,10,-1,-1
1,8,6,-1,-1,40,-1,-1
-1,6,11,-1,-1,40,-1,-1
1,12,0,-1,-1,70,1,-1
1,8,2,-1,1,100,-1,-1
1,8,3,-1,-1,20,-1,-1
1,9,0,1,-1,20,-1,-1
1,5,23,-1,1,90,-1,-1
1,7,19,-1,-1,90,-1,-1
1,3,12,-1,1,20,-1,-1
1,3,11,-1,1,100,-1,-1
1,9,3,-1,1,30,-1,-1
1,4,16,-1,-1,0,-1,-1
1,6,33,-1,-1,50,-1,-1
1,9,0,-1,-1,60,1,-1
1,8,50,-1,-1,0,-1,-1
1,8,9,-1,-1,0,-1,-1
1,5,3,-1,1,40,-1,-1
1,2,1,1,-1,10,-1,-1
1,7,18,-1,1,80,-1,-1
1,8,0,-1,-1,70,1,-1
1,12,4,-1,1,100,-1,-1
1,6,16,-1,1,0,-1,-1
1,3,134,-1,-1,20,-1,-1
1,8,9,-1,-1,0,-1,-1
1,3,68,-1,-1,40,-1,-1
1,10,5,-1,-1,50,-1,-1
1,5,4,-1,-1,0,-1,-1
1,13,7,-1,-1,0,-1,-1
1,4,1,-1,-1,50,-1,-1
1,6,1,-1,-1,0,-1,-1
1,6,1,-1,-1,0,-1,-1
1,5,7,-1,-1,0,-1,-1
1,6,50,-1,-1,0,-1,-1
1,6,3,-1,-1,80,-1,-1
1,19,1,-1,-1,90,1,-1
1,6,6,-1,-1,60,1,-1
1,7,0,-1,-1,100,1,-1
1,6,5,-1,-1,100,-1,-1
1,4,1,1,-1,30,-1,-1
1,5,51,-1,1,90,-1,-1
1,9,8,-1,-1,90,-1,-1
1,12,2,-1,-1,30,-1,-1
1,4,40,1,-1,10,-1,-1
1,13,0,-1,-1,30,1,-1
1,7,2,1,1,70,-1,-1
1,9,24,-1,1,10,-1,-1
1,4,7,1,-1,0,-1,-1
1,14,3,-1,-1,100,-1,-1
1,5,6,-1,1,70,-1,-1
1,11,1,-1,-1,0,-1,-1
1,5,59,-1,1,100,-1,-1
1,5,6,-1,-1,50,-1,-1
1,2,24,-1,-1,0,-1,-1
1,12,5,-1,-1,20,-1,-1
1,9,1,-1,-1,0,1,-1
-1,10,8,-1,1,0,-1,-1
1,4,5,-1,-1,20,-1,-1
1,5,6,-1,1,60,-1,-1
1,9,26,-1,1,20,-1,-1
1,10,19,-1,-1,90,-1,-1
1,6,5,-1,-1,80,-1,-1
1,6,18,-1,1,0,-1,-1
1,6,4,-1,-1,60,-1,-1
1,9,2,-1,-1,50,-1,-1
1,3,16,-1,-1,0,-1,-1
1,9,4,-1,-1,10,-1,-1
1,9,2,-1,-1,0,-1,-1
1,4,18,-1,1,80,-1,-1
1,5,49,-1,1,80,-1,-1
1,7,1,-1,-1,20,-1,-1
1,9,10,-1,-1,40,-1,-1
1,10,74,-1,1,0,-1,-1
-1,9,2,-1,-1,0,1,-1
1,8,12,-1,-1,100,-1,-1
1,8,2,-1,-1,20,-1,-1
1,3,36,-1,-1,30,-1,-1
-1,11,8,-1,1,0,-1,-1
-1,10,15,-1,1,10,-1,-1
1,9,0,-1,-1,10,-1,-1
-1,13,3,-1,-1,20,-1,-1
1,10,3,-1,1,60,-1,-1
1,11,2,-1,-1,0,1,-1
1,7,33,-1,-1,0,-1,-1
1,8,37,-1,1,0,-1,-1
1,6,5,-1,-1,0,-1,-1
1,8,16,-1,1,0,-1,-1
1,5,5,-1,-1,20,-1,-1
-1,11,8,-1,-1,90,-1,-1
1,7,10,-1,-1,60,-1,-1
1,6,17,-1,1,40,-1,-1
1,9,1,-1,-1,20,1,-1
1,6,52,-1,1,100,-1,-1
1,6,5,-1,-1,10,-1,-1
1,3,4,-1,-1,90,-1,-1
1,13,16,-1,-1,20,-1,-1
1,10,3,-1,1,90,-1,-1
1,7,9,-1,1,0,-1,-1
1,9,8,-1,1,100,-1,-1
1,4,4,-1,-1,0,-1,-1
1,8,1,-1,-1,90,-1,-1
1,7,36,-1,-1,70,-1,-1
1,8,20,-1,-1,20,-1,-1
1,8,23,-1,1,100,-1,-1
1,8,13,-1,1,0,-1,-1
-1,12,0,-1,-1,80,1,-1
1,7,6,1,-1,50,-1,-1
