HTTPSPresent,DomainLength,DomainRank,NonAlphabetical,CopyRightLogo,OutsideRationInHeaderScaled,TitleContainDomainName,Label
-1,6,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,9,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,20,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,20,1,1
-1,13,0,1,-1,0,1,1
-1,8,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,3,0,-1,-1,0,1,1
1,6,1,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,6,0,-1,-1,100,1,1
1,13,0,1,-1,0,1,1
1,11,0,-1,-1,0,1,1
1,12,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
1,7,5,-1,1,0,-1,1
-1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,7,10,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,20,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,3,10,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,9,0,-1,-1,20,1,1
-1,15,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,2,1,-1,0,-1,1
1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
1,13,0,1,-1,90,1,1
-1,9,1,-1,-1,90,1,1
1,6,1,-1,-1,0,1,1
-1,7,0,-1,-1,20,1,1
-1,22,1,-1,-1,0,1,1
-1,11,0,-1,-1,20,1,1
-1,11,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,8,5,-1,-1,0,-1,1
-1,8,5,-1,-1,0,-1,1
-1,20,0,-1,-1,0,1,1
1,6,1,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
1,6,1,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,8,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,12,0,-1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,8,0,1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,20,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
1,7,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
1,6,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,20,1,1
-1,7,0,-1,-1,20,1,1
1,10,0,-1,-1,0,1,1
1,10,0,-1,-1,20,1,1
-1,7,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,12,0,-1,-1,80,1,1
1,13,0,1,-1,0,1,1
1,6,1,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,11,2,-1,-1,90,1,1
-1,7,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,6,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,18,0,1,-1,0,-1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,6,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,11,2,-1,-1,0,1,1
-1,11,2,-1,-1,0,1,1
1,5,0,-1,-1,90,1,1
1,5,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,19,0,1,-1,0,-1,1
1,19,0,1,-1,0,-1,1
-1,13,0,1,-1,0,1,1
-1,4,0,1,-1,20,1,1
-1,12,3,-1,-1,0,-1,1
-1,6,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,6,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,6,1,-1,-1,10,1,1
1,13,0,1,-1,0,1,1
-1,7,0,1,-1,0,1,1
-1,7,0,1,-1,0,1,1
-1,4,0,1,-1,90,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,6,4,1,1,0,1,1
-1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,17,4,-1,-1,0,-1,1
-1,16,1,-1,-1,0,1,1
-1,16,1,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
1,7,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,18,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
1,13,0,1,-1,50,1,1
1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,4,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,15,1,1,-1,0,-1,1
-1,15,1,1,-1,0,-1,1
-1,7,4,-1,1,0,-1,1
-1,7,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,8,1,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,-1,-1,90,1,1
-1,9,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
1,9,3,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
1,13,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,12,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,12,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,14,0,1,-1,0,-1,1
1,13,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
1,12,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,9,1,-1,-1,0,-1,1
-1,17,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
1,16,0,-1,-1,0,1,1
1,11,1,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,17,0,1,-1,0,1,1
-1,17,0,1,-1,0,1,1
-1,17,0,1,-1,0,1,1
-1,17,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,17,0,1,-1,0,1,1
-1,9,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
1,15,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,15,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,20,1,1
1,12,0,-1,-1,0,1,1
-1,22,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
1,18,0,1,-1,0,1,1
-1,5,2,-1,-1,0,1,1
1,10,0,-1,-1,20,1,1
-1,11,0,-1,-1,20,1,1
-1,18,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,10,0,-1,-1,0,1,1
-1,16,1,-1,-1,0,1,1
1,6,1,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
1,10,0,-1,-1,0,1,1
-1,8,0,1,-1,0,1,1
1,10,0,-1,-1,0,1,1
-1,8,0,1,-1,0,1,1
-1,8,0,1,-1,0,1,1
-1,18,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
1,7,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,20,0,-1,-1,90,1,1
-1,20,0,-1,-1,90,1,1
-1,16,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,1,1,-1,0,1,1
1,10,1,-1,-1,0,1,1
1,10,1,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,10,0,1,-1,0,1,1
-1,15,1,-1,-1,0,-1,1
-1,15,1,-1,-1,0,-1,1
-1,10,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,21,0,-1,-1,0,1,1
-1,24,0,-1,-1,0,1,1
-1,25,0,1,-1,0,1,1
-1,25,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,6,0,-1,-1,0,1,1
1,21,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,10,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,19,0,-1,-1,20,1,1
-1,19,0,-1,-1,0,1,1
-1,15,0,1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,15,0,1,-1,0,1,1
-1,21,0,1,-1,90,1,1
1,6,1,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,11,0,-1,-1,90,1,1
-1,13,0,-1,-1,90,1,1
-1,5,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,21,0,1,-1,20,1,1
-1,17,4,-1,-1,0,-1,1
-1,21,0,1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,17,4,-1,-1,0,-1,1
1,3,1,-1,-1,0,-1,1
1,9,0,-1,-1,0,1,1
1,22,0,-1,-1,0,1,1
1,6,1,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,9,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,21,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,4,0,1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,17,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,14,0,-1,-1,0,1,1
-1,13,0,1,-1,70,1,1
-1,13,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,23,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,19,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,6,0,-1,-1,10,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,21,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,13,0,1,-1,50,1,1
-1,24,3,1,-1,0,-1,1
-1,8,0,1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,7,2,-1,-1,0,1,1
1,21,0,-1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,6,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,17,0,-1,-1,20,1,1
-1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,15,0,-1,-1,0,1,1
1,21,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
-1,7,0,-1,-1,0,1,1
1,6,1,-1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
1,22,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,2,0,1,-1,0,-1,1
1,20,0,1,-1,0,1,1
1,19,0,-1,-1,0,1,1
1,19,0,-1,-1,0,1,1
-1,15,0,-1,-1,0,1,1
1,7,0,-1,-1,0,1,1
1,11,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,11,0,-1,-1,0,1,1
-1,17,0,-1,-1,0,1,1
-1,23,0,-1,-1,0,1,1
-1,23,0,-1,-1,0,1,1
-1,23,0,-1,-1,0,1,1
-1,23,0,1,-1,0,1,1
-1,23,0,1,-1,0,1,1
-1,23,0,1,-1,0,1,1
-1,23,0,1,-1,0,1,1
-1,8,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,5,0,-1,-1,0,1,1
-1,12,0,-1,-1,0,1,1
-1,13,0,-1,-1,0,1,1
1,13,0,1,-1,0,1,1
1,13,0,1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,3,0,-1,-1,0,1,1
-1,10,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,4,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1
-1,16,0,-1,-1,0,1,1
-1,13,0,1,-1,0,1,1